District,Village,Latitude,Longitude,Pre-Monsoon Level (m),Post-Monsoon Level (m),Annual Rainfall (mm),Population Density (people/sq km),Land Use Type,Surface Elevation (m),Year
Ambala,Majra,29.24974525,76.69673198,16.06692563,14.7066142,597.0689545,538.419143,Agricultural,232.5058015,2022
Ambala,Kardhan,29.18095626,76.54455345,11.14960993,7.644202147,809.1874436,1856.186197,Urban,232.4965378,2022
Panipat,Bhodwal Majri,28.25210084,76.08717211,15.06118206,11.01500787,732.2096411,1034.344683,Agricultural,269.7629977,2022
Hisar,Mirzapur,29.1740847,76.97515888,22.66909293,20.87982242,665.8484226,1316.784255,Agricultural,291.2144581,2022
Panipat,Chulkana,29.2351137,76.82156695,23.89386735,19.16394225,724.3920649,1293.191629,Forest,292.0588933,2022
Gurgaon,Badshahpur,29.7174133,77.25747849,12.31683898,11.0892802,453.4793111,101.5491757,Forest,220.3055517,2022
Hisar,Nalwa,28.83535553,77.06376251,23.05071893,20.34098134,500.7055829,1452.403136,Urban,214.7995883,2022
Gurgaon,Sohna,28.27090473,77.39721215,8.090753049,5.466469635,587.4945555,1405.707704,Agricultural,258.9628911,2022
Hisar,Mithathal,29.3655167,76.00491119,14.98163164,12.54747032,629.3509565,1748.262334,Urban,251.5975304,2022
Rohtak,Kiloi,29.01991153,76.54973319,18.3586379,14.20121639,946.9558554,563.7208986,Urban,243.5237293,2022
Hisar,Mithathal,29.21667095,76.66653687,7.965161057,7.10704375,467.9608849,1044.824598,Forest,252.1812325,2022
Gurgaon,Farrukhnagar,28.74407993,76.33250545,11.78462684,7.871738515,506.733519,102.3266375,Forest,202.9747118,2022
Gurgaon,Manesar,29.66173,77.17818524,9.387549137,6.739065145,790.70159,1582.209388,Agricultural,291.1170595,2022
Hisar,Mithathal,28.88001737,76.75502801,8.066250787,4.740601666,628.2772649,1978.576696,Urban,296.5459268,2022
Hisar,Nalwa,29.37928978,76.42876789,20.1631734,16.66714983,527.1953769,267.9732609,Forest,247.1194895,2022
Gurgaon,Manesar,28.18680263,77.24466046,10.49485943,7.573450636,600.4112764,1659.447088,Urban,217.3320885,2022
Hisar,Balsamand,28.19598403,77.14549216,21.31572697,18.67012927,761.0847835,1627.871655,Forest,218.3180781,2022
Rohtak,Samar Gopalpur,28.73747561,76.62727624,13.02247705,11.81348405,919.0361063,892.357181,Forest,290.7358686,2022
Panipat,Chulkana,28.93452127,76.73855912,21.08604948,16.6620179,515.7384586,1111.110395,Urban,239.5900496,2022
Ambala,Bilaspur,28.59881285,76.76773295,7.195414885,4.999395778,649.8321882,1526.14304,Forest,285.4524594,2022
Rohtak,Makrauli,29.1913242,76.87836895,8.340618288,4.937361542,520.5433786,1333.763187,Forest,284.1774971,2022
Rohtak,Sunari Kalan,29.52715784,77.17029239,16.80924958,13.08861947,794.5948622,261.9610105,Agricultural,210.9529793,2022
Rohtak,Makrauli,29.97465256,76.41556611,9.367648426,4.548867652,630.3820429,1596.681673,Forest,202.658033,2022
Rohtak,Sunari Kalan,30.11943356,76.53088121,21.81315995,18.32855522,784.3424699,940.0351907,Forest,215.5417561,2022
Ambala,Khera,29.54556917,76.95526663,6.18119783,2.66528022,531.8521727,1349.622231,Forest,242.256162,2022
Hisar,Balsamand,28.54136545,77.35155462,6.253164881,3.672085716,539.2004445,648.3965624,Agricultural,229.3326174,2022
Gurgaon,Sohna,28.10450577,76.04665571,5.517940451,1.553445797,946.0038658,1329.183302,Agricultural,293.129657,2022
Gurgaon,Farrukhnagar,29.89336068,76.60948396,9.312336191,7.229031503,665.0517241,1007.987123,Agricultural,206.3377771,2022
Rohtak,Kiloi,28.69381327,76.89605785,19.16351828,14.61537404,914.84028,1743.818621,Urban,282.3082256,2022
Hisar,Balsamand,30.15676189,77.34396842,16.19821759,11.72123841,993.5778002,1901.44832,Forest,279.7511673,2022
Gurgaon,Manesar,29.01015125,77.34354077,18.3505211,14.42746034,963.7773758,1719.406402,Urban,255.3950511,2022
Ambala,Khanpur,29.17822321,76.52535866,21.89421776,16.91957176,471.6912467,682.9389004,Forest,223.8502453,2022
Ambala,Khanpur,28.82393115,77.34877083,17.68277815,13.62278571,574.2385317,145.4080293,Agricultural,232.1335635,2022
Rohtak,Kiloi,28.26364474,77.06547161,11.34408377,10.42481075,887.4100724,738.8599831,Agricultural,215.8600604,2022
Ambala,Majra,28.73590319,76.45795709,7.212403104,5.119508127,808.939646,951.1455359,Urban,253.0273981,2022
Ambala,Khanpur,30.47924408,77.2586982,5.62595357,4.638498006,969.4792746,1421.671125,Agricultural,284.2257393,2022
Panipat,Bhodwal Majri,29.88724002,76.32073979,13.86139123,12.43611513,520.5418445,749.9978863,Forest,232.2319876,2022
Rohtak,Sunari Kalan,28.76027435,76.10601659,9.103358324,6.861422588,416.7341833,1880.414857,Agricultural,289.6517292,2022
Panipat,Barsat,28.19810902,76.82999785,10.12999088,7.748848831,904.1197561,390.5111249,Agricultural,247.9294099,2022
Hisar,Nalwa,29.0406159,77.00752869,23.50875345,20.79687341,810.8075331,1018.191495,Agricultural,215.3955464,2022
Gurgaon,Badshahpur,28.86244674,76.35208149,16.14436623,11.8180259,691.4286526,1004.697377,Forest,219.3750332,2022
Panipat,Barsat,29.11034879,76.24558672,24.93419022,22.85906896,537.9363166,282.5031569,Agricultural,252.2846227,2022
Gurgaon,Wazirabad,28.81303775,76.35263873,7.466032425,3.551388946,406.8414231,345.5837523,Agricultural,220.8789611,2022
Panipat,Asan Khurd,29.76193466,76.06614789,19.2776199,15.86105614,953.6482277,1497.380213,Forest,264.7997826,2022
Gurgaon,Wazirabad,29.52473595,77.48087438,9.157246306,7.990413908,405.5197776,482.1324251,Forest,291.0034369,2022
Panipat,Chulkana,29.53912464,77.17235413,10.57750933,7.476195406,501.0524947,1749.05615,Forest,272.7213804,2022
Rohtak,Kahnaur,28.63801498,76.92239687,15.7590883,13.16185231,831.8189294,887.3472235,Urban,255.1453853,2022
Panipat,Bhodwal Majri,30.1781833,77.40080956,24.74264395,23.94289215,601.7919075,1943.313004,Forest,242.887175,2022
Panipat,Bapoli,28.37997862,76.86417506,15.14001411,10.26585539,671.7651056,721.8709945,Urban,286.8958576,2022
